season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
2,0,3,7,0,1,1,1,0.2,0.1818,0.32,0.3284,110
1,1,1,14,0,0,0,2,0.16,0.1667,0.8,0.1642,182
1,1,3,0,0,4,1,1,0.54,0.5152,0.49,0.1343,60
1,0,12,6,0,5,1,1,0.24,0.2576,0.7,0.0896,32
2,1,4,14,0,3,1,1,0.56,0.5303,0.22,0.3582,223
2,1,5,18,0,0,0,2,0.62,0.6061,0.61,0.194,463
3,0,7,11,0,5,1,1,0.8,0.697,0.26,0.0,214
2,1,6,15,0,2,1,1,0.78,0.7424,0.59,0.1642,259
1,0,3,1,0,0,0,1,0.32,0.2879,0.53,0.3582,24
2,0,6,8,0,4,1,2,0.76,0.7273,0.7,0.1045,432
4,1,10,4,0,1,1,2,0.56,0.5303,0.68,0.2239,10
1,1,12,6,0,0,0,1,0.16,0.197,0.64,0.0896,9
3,0,7,7,0,1,1,2,0.74,0.7121,0.79,0.0,277
2,1,4,6,0,5,1,1,0.4,0.4091,0.43,0.2537,120
2,0,4,1,0,2,1,1,0.62,0.5909,0.73,0.2836,21
3,1,8,13,0,1,1,1,0.8,0.7424,0.49,0.2239,289
1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,20
4,0,11,8,0,5,1,1,0.22,0.2273,0.44,0.194,375
4,1,10,3,0,4,1,2,0.52,0.5,0.88,0.1343,8
4,0,12,12,0,0,0,1,0.26,0.303,0.35,0.0,288
2,1,4,17,0,6,0,2,0.42,0.4242,0.41,0.1343,322
4,0,11,19,0,3,1,1,0.44,0.4394,0.72,0.1045,304
3,0,7,4,0,3,1,1,0.68,0.6364,0.83,0.0,4
2,1,6,23,0,3,1,1,0.52,0.5,0.77,0.0,123
4,1,10,15,0,1,1,1,0.64,0.6212,0.29,0.1642,296
2,0,6,23,0,4,1,2,0.74,0.697,0.57,0.1642,97
2,1,5,14,0,0,0,1,0.7,0.6515,0.48,0.1343,552
3,0,8,0,0,4,1,1,0.7,0.6364,0.45,0.1045,46
4,0,10,2,0,0,0,1,0.22,0.2121,0.87,0.2836,50
3,1,9,2,0,5,1,1,0.56,0.5303,0.73,0.0,30
4,0,10,2,0,6,0,1,0.4,0.4091,0.62,0.2537,31
4,1,12,13,0,2,1,1,0.5,0.4848,0.42,0.2836,286
2,0,6,14,0,4,1,1,0.92,0.8788,0.4,0.194,118
2,1,3,19,0,4,1,1,0.66,0.6212,0.61,0.0,586
2,1,4,23,0,4,1,1,0.42,0.4242,0.35,0.194,94
3,1,6,19,0,6,0,1,0.8,0.697,0.27,0.194,425
1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,3
3,1,9,6,0,2,1,1,0.46,0.4545,0.77,0.1045,211
4,1,11,22,0,3,1,1,0.28,0.2727,0.45,0.1642,154
1,1,3,19,0,3,1,1,0.54,0.5152,0.42,0.3582,361
2,0,4,7,0,4,1,1,0.38,0.3939,0.66,0.0,193
2,1,5,4,0,1,1,2,0.46,0.4545,0.88,0.1343,2
1,0,3,3,0,0,0,2,0.42,0.4242,0.82,0.2985,11
4,1,9,22,0,2,1,1,0.6,0.6212,0.56,0.2836,188
2,0,6,9,0,0,0,2,0.68,0.6364,0.74,0.1045,169
3,1,7,2,0,2,1,1,0.66,0.6061,0.83,0.1642,16
4,1,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642,336
1,1,3,15,0,2,1,1,0.7,0.6364,0.39,0.2239,264
3,1,7,1,0,4,1,2,0.66,0.6212,0.61,0.0,21
2,1,4,1,0,4,1,1,0.48,0.4697,0.27,0.3284,13
3,0,7,15,0,2,1,1,0.82,0.7424,0.43,0.0,162
1,1,1,9,0,4,1,2,0.22,0.2727,0.69,0.0,227
3,1,8,23,0,1,1,1,0.7,0.6515,0.7,0.2239,128
2,1,4,19,0,1,1,1,0.52,0.5,0.34,0.3582,421
3,1,7,2,0,5,1,1,0.76,0.7121,0.62,0.1343,17
2,0,4,16,0,3,1,1,0.54,0.5152,0.28,0.4179,169
3,0,6,16,0,3,1,1,0.82,0.7121,0.3,0.4179,328
4,1,10,9,0,5,1,2,0.54,0.5152,0.94,0.1045,389
1,0,3,11,0,0,0,2,0.42,0.4242,1.0,0.2239,62
4,1,11,23,0,4,1,2,0.32,0.3182,0.61,0.1642,125
2,1,4,9,0,0,0,1,0.4,0.4091,0.71,0.1343,185
3,0,8,20,0,3,1,1,0.76,0.6667,0.31,0.1343,312
2,1,6,16,0,0,0,1,0.7,0.6364,0.34,0.2985,662
3,0,8,5,0,5,1,1,0.64,0.5758,0.83,0.0,17
2,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,604
3,1,9,10,0,2,1,2,0.72,0.697,0.74,0.2537,172
1,1,12,5,0,6,0,1,0.26,0.2273,0.48,0.4179,5
4,0,12,3,0,2,1,1,0.18,0.2424,0.8,0.0,3
4,0,11,11,0,1,1,2,0.54,0.5152,0.6,0.2836,128
4,1,12,7,0,1,1,2,0.36,0.3485,0.93,0.1343,319
1,0,3,23,0,6,0,1,0.38,0.3939,0.4,0.2985,50
3,1,7,7,0,6,0,1,0.72,0.6818,0.7,0.1343,76
2,0,5,0,0,2,1,1,0.48,0.4697,0.63,0.0,18
1,1,1,3,0,4,1,1,0.2,0.2576,0.61,0.0,4
4,0,10,19,0,2,1,2,0.58,0.5455,0.83,0.2239,318
2,0,6,16,0,6,0,2,0.72,0.6515,0.3,0.1343,440
4,1,11,0,1,4,0,1,0.32,0.3333,0.66,0.0896,46
1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,53
2,1,4,15,0,5,1,1,0.54,0.5152,0.28,0.2537,352
2,0,6,21,0,1,1,1,0.64,0.6061,0.73,0.1642,206
1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,12
1,1,2,21,0,1,1,1,0.28,0.2879,0.45,0.1343,147
2,1,5,17,0,6,0,1,0.74,0.6515,0.3,0.0896,626
1,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,22
2,0,4,9,0,2,1,3,0.46,0.4545,0.94,0.4925,54
1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,9
1,0,12,7,0,2,1,2,0.3,0.2879,0.65,0.2836,80
1,0,2,3,0,6,0,1,0.22,0.2273,0.55,0.1343,8
1,1,1,6,0,0,0,2,0.14,0.1212,0.5,0.2836,8
4,1,10,5,0,3,1,2,0.62,0.5455,0.94,0.1045,34
2,1,4,18,0,0,0,1,0.52,0.5,0.52,0.2985,432
2,0,4,22,1,5,0,2,0.38,0.3939,0.82,0.3881,80
3,0,8,20,0,1,1,1,0.8,0.7576,0.55,0.0,286
3,1,7,11,0,1,1,2,0.8,0.7424,0.52,0.1642,198
1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,144
1,1,2,17,0,0,0,1,0.18,0.1515,0.37,0.4179,87
4,0,12,7,0,6,0,1,0.22,0.2576,0.75,0.0896,26
1,1,1,4,0,5,1,3,0.32,0.2879,0.7,0.4925,3
3,0,7,22,0,4,1,1,0.82,0.8636,0.71,0.1642,149
2,1,6,17,0,6,0,1,0.84,0.7121,0.24,0.0,495
1,1,1,16,0,4,1,1,0.46,0.4545,0.67,0.194,281
4,1,12,6,0,6,0,2,0.24,0.2879,0.75,0.0,11
1,0,12,19,1,1,0,1,0.3,0.3182,0.65,0.0896,65
2,0,5,15,0,0,0,1,0.6,0.6212,0.49,0.0,358
4,0,9,16,0,3,1,1,0.7,0.6515,0.7,0.194,280
2,1,4,8,0,2,1,1,0.38,0.3939,0.62,0.1343,692
4,0,11,23,0,5,1,1,0.32,0.303,0.49,0.3284,89
4,0,12,9,0,0,0,1,0.3,0.3333,0.81,0.0,126
1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,61
2,0,5,13,0,5,1,1,0.58,0.5455,0.4,0.3284,253
1,0,12,8,0,4,1,2,0.36,0.3788,0.87,0.0,343
3,1,8,19,0,4,1,1,0.72,0.6667,0.51,0.0896,633
4,1,12,15,0,1,1,2,0.42,0.4242,0.88,0.0,211
2,0,4,0,1,5,0,1,0.44,0.4394,0.67,0.0,27
1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,76
4,1,12,0,0,2,1,2,0.44,0.4394,0.94,0.1343,18
1,1,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,315
1,0,3,19,0,5,1,1,0.66,0.6212,0.44,0.1343,190
3,0,9,14,0,1,1,2,0.6,0.6061,0.6,0.194,188
2,1,4,22,0,0,0,3,0.5,0.4848,0.63,0.1045,68
1,1,1,7,0,5,1,1,0.22,0.2121,0.69,0.2239,185
1,1,1,10,0,4,1,2,0.24,0.2576,0.52,0.0896,86
3,0,9,20,0,5,1,2,0.5,0.4848,0.55,0.0,225
4,1,11,8,0,0,0,2,0.22,0.2273,0.51,0.194,34
3,0,8,0,0,6,0,1,0.66,0.6061,0.78,0.194,133
3,1,6,7,0,2,1,1,0.52,0.5,0.52,0.3582,552
1,0,12,9,0,0,0,1,0.24,0.2424,0.87,0.1642,23
3,0,7,1,0,6,0,1,0.76,0.697,0.55,0.0896,90
3,0,6,13,0,6,0,1,0.74,0.6515,0.4,0.2836,371
3,0,9,17,0,3,1,1,0.76,0.697,0.52,0.2836,599
1,1,1,12,0,2,1,1,0.42,0.4242,0.38,0.2985,140
1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,187
3,1,9,23,0,2,1,2,0.56,0.5303,0.83,0.2239,78
3,0,7,17,0,0,0,1,0.9,0.8333,0.39,0.1045,249
2,0,5,5,0,1,1,2,0.44,0.4394,0.77,0.1343,20
4,1,12,8,0,4,1,2,0.3,0.3333,0.7,0.0,599
4,0,11,23,0,6,0,1,0.28,0.3182,0.7,0.0,85
2,0,3,23,0,4,1,3,0.26,0.2576,1.0,0.1642,27
2,0,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,22
2,0,6,19,0,0,0,1,0.72,0.6818,0.62,0.1343,311
2,0,5,8,0,4,1,1,0.48,0.4697,0.82,0.194,421
1,0,2,18,0,4,1,2,0.54,0.5152,0.42,0.2836,222
3,0,7,13,0,0,0,1,0.8,0.7727,0.59,0.2239,421
3,0,7,12,0,4,1,1,0.84,0.7727,0.41,0.0,171
2,1,4,0,0,4,1,2,0.48,0.4697,0.63,0.0,43
4,1,11,6,0,2,1,2,0.3,0.303,0.81,0.1642,100
3,1,8,13,0,2,1,2,0.8,0.7424,0.52,0.194,253
4,1,10,17,0,4,1,2,0.58,0.5455,0.64,0.3284,890
3,1,8,11,0,3,1,1,0.72,0.6515,0.45,0.0,253
4,1,10,4,0,6,0,1,0.3,0.303,0.65,0.1642,11
1,1,12,19,0,6,0,2,0.3,0.2424,0.61,0.2537,97
2,1,5,22,0,0,0,1,0.56,0.5303,0.73,0.1642,157
2,0,5,9,0,5,1,2,0.5,0.4848,0.88,0.194,233
2,0,3,0,0,4,1,2,0.32,0.303,0.93,0.2239,11
2,1,6,9,0,6,0,1,0.6,0.6061,0.6,0.0896,367
1,1,2,18,1,1,0,1,0.34,0.3182,0.34,0.2239,242
4,1,11,18,0,3,1,2,0.32,0.2879,0.53,0.3582,465
4,1,11,9,0,4,1,3,0.36,0.3636,0.57,0.1045,331
2,1,5,2,0,3,1,1,0.56,0.5303,0.94,0.194,19
2,1,6,7,0,0,0,1,0.6,0.5758,0.78,0.1045,62
3,1,7,4,0,1,1,1,0.66,0.6061,0.83,0.0,5
1,1,2,18,0,0,0,1,0.34,0.3182,0.36,0.2836,216
2,1,4,0,0,4,1,1,0.52,0.5,0.23,0.4179,45
4,1,10,10,1,1,0,2,0.38,0.3939,0.68,0.1343,298
4,1,9,13,0,2,1,1,0.64,0.6212,0.47,0.2537,305
3,1,7,23,0,2,1,2,0.64,0.5758,0.89,0.1045,103
1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,1
4,1,11,14,0,1,1,1,0.44,0.4394,0.54,0.2537,217
2,0,5,14,0,3,1,1,0.62,0.6212,0.53,0.0896,177
2,0,5,17,0,5,1,1,0.62,0.6212,0.53,0.0,554
2,1,4,5,0,0,0,1,0.5,0.4848,0.68,0.1642,10
1,0,2,13,0,5,1,1,0.24,0.2273,0.35,0.194,110
3,1,8,12,0,2,1,1,0.8,0.7424,0.49,0.2836,297
4,0,11,22,0,6,0,1,0.42,0.4242,0.47,0.2537,118
4,0,10,18,0,0,0,1,0.36,0.3485,0.4,0.1343,213
2,1,4,18,0,1,1,3,0.32,0.3333,0.81,0.1343,379
2,1,4,14,0,6,0,1,0.5,0.4848,0.22,0.2985,578
3,0,6,19,0,2,1,2,0.74,0.6818,0.58,0.4627,299
3,1,8,10,0,3,1,2,0.8,0.7424,0.52,0.1343,214
2,0,4,9,0,6,0,2,0.34,0.3485,0.66,0.1045,87
4,1,12,11,0,2,1,1,0.48,0.4697,0.63,0.2239,269
3,1,7,9,0,5,1,2,0.72,0.6667,0.51,0.0,414
4,0,12,10,0,6,0,1,0.32,0.3333,0.61,0.1343,195
3,1,9,12,0,4,1,1,0.68,0.6364,0.44,0.1045,297
1,1,12,22,0,1,1,1,0.26,0.2727,0.56,0.1343,61
3,1,8,4,0,5,1,3,0.7,0.6667,0.84,0.2836,7
1,0,12,4,0,4,1,1,0.38,0.3939,0.82,0.1343,3
1,0,12,10,0,2,1,2,0.32,0.3333,0.66,0.0896,60
1,1,2,10,0,4,1,3,0.42,0.4242,0.77,0.1045,78
3,1,7,0,0,0,0,1,0.76,0.7273,0.66,0.0,149
4,0,11,10,0,2,1,2,0.56,0.5303,0.64,0.2836,138
4,0,12,22,0,6,0,1,0.2,0.2121,0.75,0.1642,80
3,1,9,10,0,6,0,1,0.62,0.6212,0.41,0.3881,442
4,1,12,22,0,2,1,1,0.34,0.3333,0.49,0.0,132
1,0,2,0,0,2,1,2,0.16,0.1818,0.64,0.1045,8
3,1,7,12,0,3,1,1,0.92,0.8636,0.37,0.1343,202
4,0,12,5,0,5,1,1,0.22,0.2576,0.8,0.0896,23
1,1,2,18,0,1,1,1,0.34,0.3182,0.25,0.2537,405
1,0,12,13,0,6,0,1,0.5,0.4848,0.42,0.4925,313
1,1,2,18,0,3,1,1,0.56,0.5303,0.46,0.1642,526
1,0,3,2,0,4,1,1,0.2,0.1667,0.27,0.4627,3
1,1,1,13,0,6,0,1,0.22,0.2121,0.44,0.2836,220
3,1,8,19,0,2,1,1,0.76,0.7273,0.66,0.194,627
4,0,11,3,0,4,1,1,0.34,0.3333,0.81,0.1343,5
1,1,2,11,0,3,1,2,0.26,0.2576,0.65,0.2239,102
2,0,5,18,0,1,1,1,0.62,0.6212,0.38,0.2985,524
2,0,5,6,0,1,1,1,0.52,0.5,0.88,0.1642,104
1,1,3,17,0,6,0,1,0.5,0.4848,0.23,0.3284,385
4,0,10,16,0,3,1,3,0.56,0.5303,0.94,0.1642,201
2,0,5,5,0,5,1,1,0.64,0.6061,0.65,0.2836,31
1,0,3,12,0,0,0,1,0.36,0.3636,0.4,0.1045,228
3,1,8,8,0,2,1,2,0.66,0.5909,0.89,0.0896,618
2,0,5,8,0,0,0,1,0.52,0.5,0.63,0.1343,86
3,1,9,14,0,3,1,1,0.82,0.7879,0.56,0.1045,211
1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,98
1,1,1,16,0,6,0,1,0.42,0.4242,0.44,0.3582,407
1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,63
3,1,9,13,0,6,0,1,0.68,0.6364,0.36,0.194,704
3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,336
2,1,3,4,0,3,1,2,0.5,0.4848,0.88,0.1343,4
3,1,6,4,0,6,0,2,0.62,0.5455,0.94,0.0,18
1,1,1,19,0,6,0,2,0.18,0.1515,0.8,0.3881,85
1,0,2,7,0,4,1,1,0.14,0.1212,0.5,0.3284,87
3,0,7,22,0,0,0,1,0.74,0.697,0.7,0.2985,96
2,0,5,9,0,5,1,1,0.7,0.6515,0.65,0.2836,227
1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,25
2,1,5,0,0,4,1,1,0.6,0.5758,0.78,0.1343,79
2,0,3,8,0,4,1,3,0.26,0.2273,1.0,0.2985,124
2,1,4,1,0,6,0,1,0.52,0.5,0.77,0.2239,88
2,0,5,12,0,6,0,1,0.66,0.6212,0.5,0.0,493
4,1,11,19,0,1,1,1,0.32,0.3182,0.49,0.1642,372
4,0,10,22,0,0,0,1,0.3,0.3333,0.75,0.0,71
3,1,7,18,0,1,1,1,0.76,0.7121,0.58,0.4179,812
4,0,10,0,0,4,1,1,0.5,0.4848,0.72,0.194,40
1,0,3,1,0,4,1,3,0.34,0.3182,0.0,0.2537,2
1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,41
3,0,8,18,0,2,1,1,0.7,0.6364,0.45,0.1642,576
3,0,9,23,0,5,1,2,0.64,0.6061,0.73,0.1642,98
4,1,10,20,0,2,1,2,0.5,0.4848,0.72,0.1642,360
3,0,9,9,0,1,1,2,0.54,0.5152,0.68,0.1642,215
2,0,5,18,0,1,1,3,0.58,0.5455,0.83,0.194,453
4,0,10,17,0,5,1,1,0.58,0.5455,0.46,0.4179,481
2,1,3,14,0,5,1,3,0.4,0.4091,0.54,0.0,229
4,0,11,12,0,6,0,1,0.44,0.4394,0.44,0.2836,366
4,1,12,18,0,6,0,2,0.34,0.3636,0.76,0.0,297
4,1,11,22,0,3,1,1,0.28,0.3182,0.61,0.0,173
3,0,8,7,0,2,1,1,0.6,0.6212,0.49,0.194,344
1,1,1,14,0,1,1,3,0.22,0.2273,0.75,0.1642,50
4,1,10,20,0,0,0,1,0.4,0.4091,0.82,0.1343,116
2,1,5,8,0,4,1,1,0.62,0.5909,0.73,0.1343,692
1,0,1,7,0,0,0,2,0.4,0.4091,0.76,0.194,1
3,1,9,13,0,1,1,1,0.64,0.6212,0.38,0.2239,323
4,1,12,19,0,3,1,1,0.38,0.3939,0.5,0.3881,336
4,0,12,6,0,5,1,2,0.44,0.4394,0.33,0.2985,82
1,0,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,120
1,1,12,18,0,5,1,1,0.24,0.2424,0.6,0.1343,213
2,0,5,9,0,3,1,3,0.34,0.303,0.93,0.3582,40
3,0,9,18,0,3,1,1,0.72,0.6818,0.62,0.1642,586
3,1,8,9,0,5,1,1,0.7,0.2424,0.58,0.1045,378
3,1,8,2,0,5,1,1,0.66,0.5909,0.89,0.1343,20
3,0,8,15,0,1,1,1,0.9,0.7879,0.27,0.0,129
2,1,4,1,0,0,0,2,0.46,0.4545,0.82,0.3284,73
2,0,5,5,0,3,1,1,0.52,0.5,1.0,0.2239,9
3,0,8,7,0,6,0,1,0.68,0.6364,0.83,0.1642,63
1,1,2,19,0,5,1,2,0.44,0.4394,0.88,0.1045,233
1,0,2,6,0,1,1,1,0.34,0.303,0.46,0.2985,26
3,0,8,15,0,3,1,1,0.86,0.7424,0.3,0.3284,194
3,0,7,15,0,0,0,1,0.82,0.7424,0.43,0.2985,324
3,0,8,7,0,3,1,1,0.6,0.6061,0.64,0.0896,308
2,0,6,17,0,5,1,1,0.82,0.7727,0.52,0.2239,517
3,1,8,13,0,0,0,1,0.78,0.697,0.4,0.0,543
3,1,7,2,0,4,1,1,0.74,0.6667,0.51,0.0,18
1,1,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045,368
2,0,5,0,0,3,1,3,0.52,0.5,0.77,0.1642,27
2,0,6,1,0,5,1,1,0.56,0.5303,0.94,0.1343,23
3,0,7,21,0,4,1,1,0.74,0.6818,0.62,0.1642,209
3,0,7,20,0,0,0,3,0.66,0.6061,0.83,0.0,176
3,1,8,2,0,6,0,2,0.66,0.6212,0.74,0.0896,79
2,1,6,5,0,5,1,1,0.54,0.5152,0.88,0.1045,33
3,1,8,9,0,0,0,1,0.8,0.7727,0.59,0.3582,229
1,0,2,10,0,1,1,1,0.44,0.4394,0.33,0.2239,55
1,1,2,8,0,2,1,1,0.26,0.2424,0.48,0.2836,559
3,1,7,17,0,0,0,1,0.82,0.7424,0.41,0.1642,531
2,0,4,2,0,6,0,2,0.44,0.4394,0.54,0.2239,65
2,1,6,11,0,1,1,2,0.76,0.6818,0.48,0.2239,202
1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,3
1,0,12,1,0,2,1,1,0.26,0.2727,0.7,0.1343,6
1,1,3,19,0,2,1,1,0.64,0.6212,0.47,0.2239,479
3,1,9,17,0,1,1,1,0.66,0.6212,0.34,0.3284,871
3,1,8,6,0,3,1,1,0.6,0.5909,0.73,0.194,181
1,0,3,1,0,4,1,1,0.36,0.3485,0.71,0.2239,12
1,0,2,15,0,5,1,1,0.66,0.6212,0.36,0.3284,172
4,0,10,16,0,6,0,2,0.4,0.4091,0.76,0.2985,223
1,1,3,16,0,6,0,1,0.64,0.6212,0.5,0.0,685
2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,424
3,0,9,16,0,4,1,2,0.68,0.6364,0.74,0.1343,301
3,0,8,18,0,1,1,1,0.78,0.697,0.43,0.194,543
1,1,1,2,0,2,1,3,0.28,0.2727,0.75,0.2537,12
2,1,5,13,0,3,1,2,0.64,0.6212,0.53,0.2537,266
1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,6
2,0,6,8,0,5,1,1,0.74,0.6818,0.58,0.1343,452
4,0,10,1,0,0,0,1,0.46,0.4545,0.88,0.0,78
4,1,11,15,0,3,1,1,0.36,0.3333,0.32,0.3284,179
4,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537,31
4,0,10,5,0,0,0,1,0.44,0.4394,0.88,0.0,15
2,0,5,1,0,2,1,3,0.56,0.5303,0.88,0.0,13
1,0,12,18,0,5,1,1,0.36,0.3485,0.62,0.1343,182
2,0,6,3,0,6,0,1,0.52,0.5,0.59,0.1045,18
3,1,8,3,0,3,1,1,0.7,0.6667,0.84,0.0,7
1,1,2,22,0,0,0,1,0.14,0.1515,0.43,0.1642,28
3,0,7,9,0,3,1,1,0.74,0.697,0.7,0.0896,209
3,0,9,4,0,5,1,1,0.4,0.4091,0.71,0.2836,4
3,0,8,0,0,4,1,1,0.68,0.6364,0.65,0.1343,56
3,0,7,19,0,2,1,1,0.8,0.7727,0.59,0.1343,368
2,0,5,2,0,2,1,2,0.6,0.5152,0.94,0.194,10
1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,101
4,1,10,1,0,6,0,1,0.46,0.4545,0.72,0.1343,95
1,1,2,17,0,5,1,2,0.34,0.3333,0.42,0.194,396
2,1,3,13,0,2,1,1,0.36,0.3485,0.27,0.0,211
3,1,7,6,0,0,0,1,0.7,0.6667,0.79,0.0896,27
1,1,2,10,0,3,1,3,0.3,0.303,0.81,0.1642,10
1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,1
4,1,11,7,0,1,1,2,0.3,0.2879,0.49,0.2537,461
1,1,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,498
2,0,4,4,0,2,1,3,0.5,0.4848,0.88,0.4925,2
2,0,4,10,1,5,0,1,0.5,0.4848,0.55,0.194,122
3,0,8,11,0,5,1,2,0.76,0.697,0.52,0.2537,147
3,1,7,21,0,5,1,1,0.72,0.6667,0.54,0.0,299
1,1,1,3,0,1,1,1,0.24,0.2273,0.48,0.194,4
4,0,12,0,0,5,1,1,0.5,0.4848,0.72,0.3284,72
1,0,3,9,0,1,1,1,0.32,0.303,0.53,0.3284,140
3,1,8,17,0,5,1,1,0.8,0.7424,0.52,0.2836,730
1,1,2,6,0,1,1,1,0.24,0.2273,0.7,0.2537,90
4,0,10,17,0,6,0,3,0.22,0.197,0.93,0.3284,31
1,1,2,12,0,3,1,1,0.44,0.4394,0.54,0.1045,179
1,1,12,11,0,1,1,2,0.22,0.2273,0.6,0.194,157
4,0,10,14,0,1,1,1,0.58,0.5455,0.49,0.194,166
3,1,8,6,0,4,1,2,0.6,0.5455,0.88,0.0896,192
2,0,4,13,0,0,0,1,0.5,0.4848,0.34,0.3881,343
4,0,10,5,0,3,1,1,0.42,0.4242,0.71,0.2239,21
4,0,10,0,0,4,1,1,0.56,0.5303,0.94,0.2985,26
4,1,10,4,0,2,1,1,0.42,0.4242,0.77,0.1045,7
2,1,5,12,0,1,1,2,0.6,0.5606,0.83,0.2537,170
4,1,10,15,0,1,1,1,0.6,0.5758,0.78,0.3284,260
4,0,12,5,0,2,1,2,0.36,0.3788,0.57,0.0,15
1,1,2,6,0,3,1,1,0.32,0.3182,0.76,0.1642,90
3,1,9,9,0,6,0,2,0.76,0.7121,0.58,0.194,237
3,0,9,8,0,3,1,1,0.62,0.5758,0.83,0.1642,429
2,0,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,7
2,1,6,9,0,1,1,2,0.54,0.5152,0.83,0.2239,250
4,1,9,23,0,1,1,1,0.46,0.4545,0.63,0.1343,94
4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,7
4,1,11,8,0,6,0,2,0.34,0.303,0.46,0.2985,142
2,0,5,8,0,2,1,3,0.62,0.5758,0.83,0.2239,434
1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,57
2,1,4,9,0,3,1,2,0.48,0.4697,0.55,0.1343,363
4,1,10,21,0,0,0,1,0.38,0.3939,0.87,0.1045,113
2,1,5,8,0,4,1,1,0.52,0.5,0.55,0.4478,634
4,0,11,14,0,3,1,2,0.46,0.4545,1.0,0.1343,61
1,0,2,6,0,3,1,1,0.12,0.1515,0.5,0.1045,36
3,1,7,12,0,4,1,1,0.84,0.8182,0.56,0.2537,279
1,0,1,17,0,1,1,2,0.16,0.1515,0.59,0.194,161
4,0,10,21,0,3,1,3,0.54,0.5152,1.0,0.1045,83
3,1,8,3,0,5,1,1,0.68,0.6364,0.79,0.2239,6
1,1,2,14,0,4,1,1,0.54,0.5152,0.37,0.2537,192
1,0,3,2,0,2,1,1,0.24,0.2424,0.52,0.1343,1
3,0,8,9,0,4,1,2,0.72,0.6818,0.7,0.2985,162
2,0,4,10,0,1,1,2,0.56,0.5303,0.83,0.2985,96
1,0,3,11,0,6,0,1,0.34,0.303,0.49,0.3284,119
2,1,4,0,0,6,0,1,0.52,0.5,0.77,0.2239,142
1,0,12,19,0,3,1,2,0.5,0.4848,0.94,0.3284,209
2,0,4,21,0,4,1,1,0.46,0.4545,0.63,0.1343,145
1,0,2,17,0,1,1,3,0.4,0.4091,1.0,0.2985,79
4,0,12,14,0,4,1,1,0.4,0.4091,0.4,0.2239,150
1,1,1,7,0,0,0,1,0.12,0.1212,0.54,0.2836,17
1,1,2,21,0,3,1,3,0.42,0.4242,0.88,0.1642,39
1,1,2,0,0,5,1,2,0.3,0.3333,0.87,0.0,34
4,0,11,6,0,6,0,2,0.3,0.3182,0.75,0.0896,10
4,0,10,16,0,2,1,2,0.6,0.5909,0.73,0.1642,320
3,0,7,11,0,0,0,1,0.78,0.7273,0.55,0.194,287
2,1,5,5,0,1,1,3,0.56,0.5303,0.88,0.2985,15
2,0,5,20,0,3,1,1,0.4,0.4091,0.62,0.3284,191
3,0,8,0,0,1,1,1,0.72,0.6818,0.7,0.2239,29
4,0,11,0,0,5,1,2,0.4,0.4091,0.82,0.0,43
3,0,6,20,0,3,1,1,0.74,0.7121,0.74,0.1343,282
3,1,8,21,0,6,0,1,0.66,0.6212,0.61,0.0,338
3,0,8,11,0,1,1,2,0.72,0.6818,0.62,0.2537,153
2,0,4,10,0,5,1,1,0.32,0.303,0.66,0.2836,75
1,1,1,18,0,6,0,1,0.42,0.4242,0.41,0.2239,241
3,0,6,18,0,2,1,2,0.76,0.7273,0.7,0.2537,536
2,0,4,15,0,3,1,1,0.7,0.6515,0.65,0.4925,138
